week,ret_1w,ret_1w_fwd,extreme_down,extreme_up,cand_down,rwdv_63,semidev_63,sd_63,arkf_ret_4w,qqq_ret_4w
2024-02-02,0.03352803464599041,0.07817768259028846,0,0,0,0.2254079884460288,0.2722584097629243,0.3793092142209073,0.03117433357919941,0.07935919479398645
2024-02-09,0.07817768259028846,0.11591154213937538,0,1,0,0.2248049832181032,0.27293070301965044,0.37096573373927755,0.06701428088520656,0.06547700886107055
2024-02-16,0.11591154213937538,0.011557465848276105,0,0,0,0.22633225328931675,0.2434872671287935,0.36156085782703556,0.10666295530517989,0.022049680540132677
2024-02-23,0.011557465848276105,0.17355787475688056,0,1,0,0.19621978493961875,0.2452087916727153,0.36333104399642574,0.07407977526566922,0.024169095139374264
2024-03-01,0.17355787475688056,0.11459592353416226,0,1,0,0.19353762362674248,0.2337434107995667,0.38721318679449246,0.11204106948534331,0.054723154342218194
2024-03-08,0.11459592353416226,-0.014322448079637118,0,0,0,0.19289412417018262,0.20289253684471145,0.3822817581224166,0.08392361150328798,0.014292252535452299
2024-03-15,-0.014322448079637118,-0.08836011561658252,0,0,0,0.19155621256794658,0.19567772046981877,0.3652284936502006,0.030632373813369806,-0.0013587136965371727
2024-03-22,-0.08836011561658252,0.06384681349084631,0,0,0,0.16895029661600605,0.2673140691710439,0.4189777815731933,0.09494398016860339,0.023062499474229448
2024-03-29,0.06384681349084631,-0.05159223906281918,0,0,0,0.19571018496357076,0.24005322894922063,0.40501509455057105,0.05593727594675402,0.012669215591169625
2024-04-05,-0.05159223906281918,0.0037284835689512796,0,0,0,0.16267926652473616,0.2732495051456838,0.4350766508557527,-0.0020491290062065737,-0.009921251339375381
2024-04-12,0.0037284835689512796,-0.08199808888348414,0,0,0,0.18897343423627125,0.30283711609709796,0.46212691590525895,-0.030389054027645468,-0.0006616502439662497
2024-04-19,-0.08199808888348414,0.026247681346787344,0,0,0,0.19189443082266908,0.3487551007038349,0.4872344656249286,-0.1334845247458154,-0.07259265372943968
2024-04-26,0.026247681346787344,-0.02928595918493948,0,0,0,0.275349605586604,0.34996004985960444,0.4910458787989807,-0.0838691113273633,-0.029739163256286005
2024-05-03,-0.02928595918493948,-0.020915034878862704,0,0,0,0.2756863725023984,0.37907829494644313,0.4875330233153287,-0.05228346042138421,-0.011393462988119829
2024-05-10,-0.020915034878862704,0.05650404404585707,0,0,0,0.2864920092869286,0.3832219446382765,0.4634659290981792,-0.052918655952399085,0.008610486835750386
2024-05-17,0.05650404404585707,0.11217674642058895,0,0,0,0.2929914900147756,0.3713006109497023,0.4625339365742985,0.0518553159766868,0.08571636459176446
2024-05-24,0.11217674642058895,0.0033277085578584664,0,0,0,0.295296056425784,0.3144988240122828,0.468012226844092,-0.009004237706882634,0.06065202972090322
2024-05-31,0.0033277085578584664,0.007368995645501197,0,0,0,0.2514232539902046,0.31564395239630416,0.45503953058790214,-0.03427644409900532,0.05427435298242855
2024-06-07,0.007368995645501197,-0.06315198818057488,0,0,0,0.25143708036227036,0.2899735912199535,0.43388975483391806,-0.00546154495022888,0.04855042710582769
2024-06-14,-0.06315198818057488,-0.008730352281459242,0,0,0,0.23294932960108178,0.2768160810454086,0.4113385296085377,-0.007225534377790499,0.0584591432239181
2024-06-21,-0.008730352281459242,-0.04065977360657458,0,0,0,0.24915203967781127,0.2251568614909981,0.3782013627710483,-0.012252461408694515,0.05230448609403471
2024-06-28,-0.04065977360657458,-0.1099486800906797,0,0,1,0.15729334671001266,0.24128873437485923,0.38208480222577124,0.039163279858710265,0.060832348332495734
2024-07-05,-0.1099486800906797,0.03830292613836406,0,0,0,0.17800505023894375,0.2633572647971604,0.384010975190794,0.02916496329533258,0.06961555851640888
2024-07-12,0.03830292613836406,0.1211723239678757,0,1,0,0.16185975769835168,0.2552713753080372,0.3827642805810422,0.006750801623097935,0.04425848162827961
2024-07-19,0.1211723239678757,-0.023255846037282035,0,0,0,0.20769244110413404,0.25319511738298367,0.3975368733166156,0.03511617022237745,-0.011435802868404288
2024-07-26,-0.023255846037282035,-0.0653193493450237,0,0,0,0.20442198670804768,0.2672013464875334,0.34457733778762606,-0.011919960655962125,-0.03947236090730666
